Dag II,135,action,9.0
The Dark Knight,152,action,9.0
Inception,148,action,8.8
The Matrix,136,action,8.7
Star Wars: Episode V - The Empire Strikes Back,124,action,8.7
Star Wars,121,action,8.6
Shichinin no samurai,207,action,8.6
Avengers: Endgame,181,action,8.5
Avengers: Infinity War,149,action,8.5
Gladiator,155,action,8.5
Léon,110,action,8.5
Terminator 2: Judgment Day,137,action,8.5
Uri: The Surgical Strike,138,action,8.4
Dangal,161,action,8.4
Spider-Man: Into the Spider-Verse,117,action,8.4
The Dark Knight Rises,164,action,8.4
Oldeuboi,101,action,8.4
Aliens,137,action,8.4
Raiders of the Lost Ark,115,action,8.4
Ford v. Ferrari,152,action,8.3
Star Wars: Episode VI - Return of the Jedi,131,action,8.3
K.G.F: Chapter 1,156,action,8.2
Baahubali 2: The Conclusion,167,action,8.2
Vishwaroopam,148,action,8.2
Gangs of Wasseypur,321,action,8.2
Paan Singh Tomar,135,action,8.2
V for Vendetta,132,action,8.2
Batman Begins,140,action,8.2
Hera Pheri,156,action,8.2
Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo,87,action,8.2
Indiana Jones and the Last Crusade,127,action,8.2
Die Hard,132,action,8.2
Ran,162,action,8.2
Sholay,198,action,8.2
Yôjinbô,110,action,8.2
White Heat,114,action,8.2
Sherlock Jr.,45,action,8.2
Haider,160,action,8.1
Logan,137,action,8.1
Bahubali: The Beginning,159,action,8.1
1 - Nenokkadine,170,action,8.1
Mad Max: Fury Road,120,action,8.1
How to Train Your Dragon,98,action,8.1
Tropa de Elite,115,action,8.1
Taegukgi hwinalrimyeo,140,action,8.1
Salinui chueok,131,action,8.1
Kill Bill: Vol. 1,111,action,8.1
Jurassic Park,127,action,8.1
Akira,124,action,8.1
Blade Runner,117,action,8.1
The Lord of the Rings: The Return of the King,201,adventure,8.9
Inception,148,adventure,8.8
The Lord of the Rings: The Fellowship of the Ring,178,adventure,8.8
The Lord of the Rings: The Two Towers,179,adventure,8.7
Star Wars: Episode V - The Empire Strikes Back,124,adventure,8.7
Interstellar,169,adventure,8.6
Sen to Chihiro no kamikakushi,125,adventure,8.6
Star Wars,121,adventure,8.6
Shichinin no samurai,207,adventure,8.6
Avengers: Endgame,181,adventure,8.5
Avengers: Infinity War,149,adventure,8.5
Gladiator,155,adventure,8.5
The Lion King,88,adventure,8.5
Back to the Future,116,adventure,8.5
Spider-Man: Into the Spider-Verse,117,adventure,8.4
Coco,105,adventure,8.4
WALL·E,98,adventure,8.4
Mononoke-hime,134,adventure,8.4
Aliens,137,adventure,8.4
Raiders of the Lost Ark,115,adventure,8.4
Klaus,96,adventure,8.3
Toy Story 3,103,adventure,8.3
Inglourious Basterds,153,adventure,8.3
Toy Story,81,adventure,8.3
Star Wars: Episode VI - Return of the Jedi,131,adventure,8.3
Das Boot,149,adventure,8.3
2001: A Space Odyssey,149,adventure,8.3
Lawrence of Arabia,228,adventure,8.3
North by Northwest,136,adventure,8.3
Inside Out,95,adventure,8.2
Up,96,adventure,8.2
Batman Begins,140,adventure,8.2
Hauru no ugoku shiro,119,adventure,8.2
Indiana Jones and the Last Crusade,127,adventure,8.2
Sholay,198,adventure,8.2
Monty Python and the Holy Grail,91,adventure,8.2
The Great Escape,172,adventure,8.2
The Treasure of the Sierra Madre,126,adventure,8.2
The Gold Rush,95,adventure,8.2
The Grand Budapest Hotel,99,adventure,8.1
Song of the Sea,93,adventure,8.1
Mad Max: Fury Road,120,adventure,8.1
Harry Potter and the Deathly Hallows: Part 2,130,adventure,8.1
How to Train Your Dragon,98,adventure,8.1
Into the Wild,148,adventure,8.1
Finding Nemo,100,adventure,8.1
Lagaan: Once Upon a Time in India,224,adventure,8.1
Jurassic Park,127,adventure,8.1
The Princess Bride,98,adventure,8.1
Stand by Me,89,adventure,8.1
Sen to Chihiro no kamikakushi,125,animation,8.6
The Lion King,88,animation,8.5
Hotaru no haka,89,animation,8.5
Kimi no na wa.,106,animation,8.4
Spider-Man: Into the Spider-Verse,117,animation,8.4
Coco,105,animation,8.4
WALL·E,98,animation,8.4
Mononoke-hime,134,animation,8.4
Klaus,96,animation,8.3
Toy Story 3,103,animation,8.3
Toy Story,81,animation,8.3
Eiga Koe no katachi,130,animation,8.2
Inside Out,95,animation,8.2
Up,96,animation,8.2
Hauru no ugoku shiro,119,animation,8.2
Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo,87,animation,8.2
Tonari no Totoro,86,animation,8.2
Ookami kodomo no Ame to Yuki,117,animation,8.1
Song of the Sea,93,animation,8.1
Mary and Max,92,animation,8.1
How to Train Your Dragon,98,animation,8.1
Finding Nemo,100,animation,8.1
Akira,124,animation,8.1
Kaze no tani no Naushika,117,animation,8.1
Pink Floyd: The Wall,95,animation,8.1
Zootopia,108,animation,8.0
Kaguyahime no monogatari,137,animation,8.0
Persepolis,96,animation,8.0
Ratatouille,111,animation,8.0
The Incredibles,115,animation,8.0
Monsters,92,animation,8.0
Pâfekuto burû,81,animation,8.0
The Iron Giant,86,animation,8.0
Mimi wo sumaseba,111,animation,8.0
Kôkaku Kidôtai,83,animation,8.0
The Nightmare Before Christmas,76,animation,8.0
Aladdin,90,animation,8.0
Beauty and the Beast,84,animation,8.0
Tenkû no shiro Rapyuta,125,animation,8.0
Isle of Dogs,101,animation,7.9
Toy Story 4,100,animation,7.9
Cowboy Bebop: Tengoku no tobira,115,animation,7.9
Toy Story 2,92,animation,7.9
Jûbê ninpûchô,94,animation,7.9
Majo no takkyûbin,103,animation,7.9
Kubo and the Two Strings,101,animation,7.8
Loving Vincent,94,animation,7.8
Big Hero 6,102,animation,7.8
Kaze tachinu,126,animation,7.8
How to Train Your Dragon 2,102,animation,7.8
Schindler's List,195,biography,8.9
Goodfellas,146,biography,8.7
Ayla: The Daughter of War,125,biography,8.5
The Intouchables,112,biography,8.5
The Pianist,150,biography,8.5
Dangal,161,biography,8.4
Ford v. Ferrari,152,biography,8.3
Braveheart,178,biography,8.3
Amadeus,160,biography,8.3
Lawrence of Arabia,228,biography,8.3
Green Book,130,biography,8.2
Bhaag Milkha Bhaag,186,biography,8.2
Paan Singh Tomar,135,biography,8.2
The Irishman,209,biography,8.2
The Wolf of Wall Street,180,biography,8.2
Der Untergang,156,biography,8.2
A Beautiful Mind,135,biography,8.2
Raging Bull,129,biography,8.2
The Message,177,biography,8.2
Andrei Rublev,205,biography,8.2
La passion de Jeanne d'Arc,110,biography,8.2
Hacksaw Ridge,139,biography,8.1
12 Years a Slave,134,biography,8.1
Rush,123,biography,8.1
Spotlight,129,biography,8.1
Into the Wild,148,biography,8.1
Hotel Rwanda,121,biography,8.1
Catch Me If You Can,141,biography,8.1
In the Name of the Father,133,biography,8.1
The Elephant Man,124,biography,8.1
Zerkalo,107,biography,8.1
Inherit the Wind,128,biography,8.1
Lion,118,biography,8.0
The Imitation Game,114,biography,8.0
Bohemian Rhapsody,134,biography,8.0
The Revenant,156,biography,8.0
The King's Speech,118,biography,8.0
Yip Man,106,biography,8.0
Persepolis,96,biography,8.0
Dallas Buyers Club,117,biography,8.0
The Pursuit of Happyness,117,biography,8.0
Le scaphandre et le papillon,112,biography,8.0
Mar adentro,126,biography,8.0
Cinderella Man,144,biography,8.0
The Straight Story,112,biography,8.0
Gandhi,191,biography,8.0
All the President's Men,138,biography,8.0
Dog Day Afternoon,125,biography,8.0
Papillon,151,biography,8.0
Aguirre,95,biography,8.0
Hababam Sinifi,87,comedy,9.4
Gisaengchung,132,comedy,8.6
La vita è bella,116,comedy,8.6
The Intouchables,112,comedy,8.5
Back to the Future,116,comedy,8.5
The Great Dictator,125,comedy,8.5
Modern Times,87,comedy,8.5
City Lights,87,comedy,8.5
3 Idiots,170,comedy,8.4
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,95,comedy,8.4
Marriage Story,136,comedy,8.3
Klaus,96,comedy,8.3
Toy Story 3,103,comedy,8.3
Amélie,122,comedy,8.3
Snatch,104,comedy,8.3
Toy Story,81,comedy,8.3
The Sting,129,comedy,8.3
The Apartment,125,comedy,8.3
Singin' in the Rain,103,comedy,8.3
The Kid,68,comedy,8.3
Green Book,130,comedy,8.2
Three Billboards Outside Ebbing,115,comedy,8.2
Queen,146,comedy,8.2
OMG: Oh My God!,125,comedy,8.2
Inside Out,95,comedy,8.2
Gangs of Wasseypur,321,comedy,8.2
Up,96,comedy,8.2
Rang De Basanti,167,comedy,8.2
Hera Pheri,156,comedy,8.2
Lock,107,comedy,8.2
Andaz Apna Apna,160,comedy,8.2
Sholay,198,comedy,8.2
Monty Python and the Holy Grail,91,comedy,8.2
Some Like It Hot,121,comedy,8.2
The Gold Rush,95,comedy,8.2
Sherlock Jr.,45,comedy,8.2
Knives Out,130,comedy,8.1
Relatos salvajes,122,comedy,8.1
PK,153,comedy,8.1
The Grand Budapest Hotel,99,comedy,8.1
Barfi!,151,comedy,8.1
Zindagi Na Milegi Dobara,155,comedy,8.1
Mary and Max,92,comedy,8.1
Lage Raho Munna Bhai,144,comedy,8.1
Munna Bhai M.B.B.S.,156,comedy,8.1
Dil Chahta Hai,183,comedy,8.1
Finding Nemo,100,comedy,8.1
The Truman Show,103,comedy,8.1
Crna macka,127,comedy,8.1
The Big Lebowski,117,comedy,8.1
The Godfather,175,crime,9.2
The Dark Knight,152,crime,9.0
The Godfather: Part II,202,crime,9.0
Pulp Fiction,154,crime,8.9
Joker,122,crime,8.7
Goodfellas,146,crime,8.7
Cidade de Deus,130,crime,8.6
The Green Mile,189,crime,8.6
Se7en,127,crime,8.6
The Silence of the Lambs,118,crime,8.6
Drishyam,160,crime,8.5
The Departed,151,crime,8.5
The Usual Suspects,106,crime,8.5
Léon,110,crime,8.5
Andhadhun,139,crime,8.4
Once Upon a Time in America,229,crime,8.4
Witness for the Prosecution,116,crime,8.4
Snatch,104,crime,8.3
Eskiya,128,crime,8.3
Reservoir Dogs,99,crime,8.3
Scarface,170,crime,8.3
Taxi Driver,114,crime,8.3
The Sting,129,crime,8.3
A Clockwork Orange,136,crime,8.3
To Kill a Mockingbird,129,crime,8.3
Double Indemnity,107,crime,8.3
M - Eine Stadt sucht einen Mörder,117,crime,8.3
Three Billboards Outside Ebbing,115,crime,8.2
Talvar,132,crime,8.2
Drishyam,163,crime,8.2
Gangs of Wasseypur,321,crime,8.2
Paan Singh Tomar,135,crime,8.2
The Irishman,209,crime,8.2
The Wolf of Wall Street,180,crime,8.2
Hera Pheri,156,crime,8.2
Lock,107,crime,8.2
L.A. Confidential,138,crime,8.2
Heat,170,crime,8.2
Casino,178,crime,8.2
Dial M for Murder,105,crime,8.2
Rashômon,88,crime,8.2
White Heat,114,crime,8.2
Knives Out,130,crime,8.1
Contratiempo,106,crime,8.1
Haider,160,crime,8.1
The Grand Budapest Hotel,99,crime,8.1
Spotlight,129,crime,8.1
Prisoners,153,crime,8.1
A Wednesday,104,crime,8.1
Tropa de Elite,115,crime,8.1
Hababam Sinifi,87,drama,9.4
The Shawshank Redemption,142,drama,9.3
The Godfather,175,drama,9.2
Dag II,135,drama,9.0
The Dark Knight,152,drama,9.0
The Godfather: Part II,202,drama,9.0
The Lord of the Rings: The Return of the King,201,drama,8.9
Pulp Fiction,154,drama,8.9
Schindler's List,195,drama,8.9
12 Angry Men,96,drama,8.9
Fight Club,139,drama,8.8
The Lord of the Rings: The Fellowship of the Ring,178,drama,8.8
Forrest Gump,142,drama,8.8
Joker,122,drama,8.7
The Lord of the Rings: The Two Towers,179,drama,8.7
Goodfellas,146,drama,8.7
One Flew Over the Cuckoo's Nest,133,drama,8.7
Seppuku,133,drama,8.7
Gisaengchung,132,drama,8.6
Interstellar,169,drama,8.6
Cidade de Deus,130,drama,8.6
Saving Private Ryan,169,drama,8.6
The Green Mile,189,drama,8.6
La vita è bella,116,drama,8.6
Se7en,127,drama,8.6
The Silence of the Lambs,118,drama,8.6
Shichinin no samurai,207,drama,8.6
It's a Wonderful Life,130,drama,8.6
Ayla: The Daughter of War,125,drama,8.5
Avengers: Endgame,181,drama,8.5
Drishyam,160,drama,8.5
Whiplash,106,drama,8.5
The Intouchables,112,drama,8.5
The Prestige,130,drama,8.5
The Departed,151,drama,8.5
The Pianist,150,drama,8.5
Gladiator,155,drama,8.5
American History X,119,drama,8.5
Léon,110,drama,8.5
The Lion King,88,drama,8.5
Nuovo Cinema Paradiso,155,drama,8.5
Hotaru no haka,89,drama,8.5
Casablanca,102,drama,8.5
The Great Dictator,125,drama,8.5
Modern Times,87,drama,8.5
City Lights,87,drama,8.5
Uri: The Surgical Strike,138,drama,8.4
Capharnaüm,126,drama,8.4
Kimi no na wa.,106,drama,8.4
Dangal,161,drama,8.4
Sen to Chihiro no kamikakushi,125,family,8.6
It's a Wonderful Life,130,family,8.6
The Lion King,88,family,8.5
Modern Times,87,family,8.5
Spider-Man: Into the Spider-Verse,117,family,8.4
Coco,105,family,8.4
Taare Zameen Par,165,family,8.4
WALL·E,98,family,8.4
Klaus,96,family,8.3
Babam ve Oglum,108,family,8.3
Toy Story 3,103,family,8.3
Bacheha-Ye aseman,89,family,8.3
Toy Story,81,family,8.3
The Kid,68,family,8.3
Inside Out,95,family,8.2
Up,96,family,8.2
Chak De! India,153,family,8.2
Hauru no ugoku shiro,119,family,8.2
Andaz Apna Apna,160,family,8.2
Tonari no Totoro,86,family,8.2
The Gold Rush,95,family,8.2
Ookami kodomo no Ame to Yuki,117,family,8.1
Song of the Sea,93,family,8.1
Hachi: A Dog's Tale,93,family,8.1
How to Train Your Dragon,98,family,8.1
Finding Nemo,100,family,8.1
The Princess Bride,98,family,8.1
Zootopia,108,family,8.0
Kaguyahime no monogatari,137,family,8.0
Wonder,113,family,8.0
Ratatouille,111,family,8.0
The Incredibles,115,family,8.0
Monsters,92,family,8.0
The Iron Giant,86,family,8.0
Mimi wo sumaseba,111,family,8.0
The Nightmare Before Christmas,76,family,8.0
Aladdin,90,family,8.0
Beauty and the Beast,84,family,8.0
Tenkû no shiro Rapyuta,125,family,8.0
A Christmas Story,94,family,8.0
Fiddler on the Roof,181,family,8.0
The Sound of Music,172,family,8.0
The Wizard of Oz,102,family,8.0
Toy Story 4,100,family,7.9
Harry Potter and the Prisoner of Azkaban,142,family,7.9
Toy Story 2,92,family,7.9
Majo no takkyûbin,103,family,7.9
Miracle on 34th Street,96,family,7.9
Bringing Up Baby,102,family,7.9
Paddington 2,103,family,7.8
The Lord of the Rings: The Return of the King,201,fantasy,8.9
The Lord of the Rings: The Fellowship of the Ring,178,fantasy,8.8
The Lord of the Rings: The Two Towers,179,fantasy,8.7
Star Wars: Episode V - The Empire Strikes Back,124,fantasy,8.7
Sen to Chihiro no kamikakushi,125,fantasy,8.6
The Green Mile,189,fantasy,8.6
Star Wars,121,fantasy,8.6
It's a Wonderful Life,130,fantasy,8.6
Kimi no na wa.,106,fantasy,8.4
Coco,105,fantasy,8.4
Mononoke-hime,134,fantasy,8.4
Toy Story 3,103,fantasy,8.3
Toy Story,81,fantasy,8.3
Star Wars: Episode VI - Return of the Jedi,131,fantasy,8.3
OMG: Oh My God!,125,fantasy,8.2
Inside Out,95,fantasy,8.2
Pan's Labyrinth,118,fantasy,8.2
Hauru no ugoku shiro,119,fantasy,8.2
Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo,87,fantasy,8.2
Tonari no Totoro,86,fantasy,8.2
Monty Python and the Holy Grail,91,fantasy,8.2
Det sjunde inseglet,96,fantasy,8.2
PK,153,fantasy,8.1
Ookami kodomo no Ame to Yuki,117,fantasy,8.1
Song of the Sea,93,fantasy,8.1
Harry Potter and the Deathly Hallows: Part 2,130,fantasy,8.1
How to Train Your Dragon,98,fantasy,8.1
The Princess Bride,98,fantasy,8.1
Kaze no tani no Naushika,117,fantasy,8.1
Pink Floyd: The Wall,95,fantasy,8.1
El ángel exterminador,95,fantasy,8.1
Das Cabinet des Dr. Caligari,76,fantasy,8.1
Kaguyahime no monogatari,137,fantasy,8.0
Ratatouille,111,fantasy,8.0
Pirates of the Caribbean: The Curse of the Black Pearl,143,fantasy,8.0
Big Fish,125,fantasy,8.0
Monsters,92,fantasy,8.0
The Nightmare Before Christmas,76,fantasy,8.0
Groundhog Day,101,fantasy,8.0
Aladdin,90,fantasy,8.0
Beauty and the Beast,84,fantasy,8.0
Der Himmel über Berlin,128,fantasy,8.0
Tenkû no shiro Rapyuta,125,fantasy,8.0
The Wizard of Oz,102,fantasy,8.0
Isle of Dogs,101,fantasy,7.9
Thor: Ragnarok,130,fantasy,7.9
Toy Story 4,100,fantasy,7.9
The Man from Earth,87,fantasy,7.9
The Fall,117,fantasy,7.9
Life of Pi,127,fantasy,7.9
Witness for the Prosecution,116,film_noir,8.4
Sunset Blvd.,110,film_noir,8.4
Double Indemnity,107,film_noir,8.3
Ace in the Hole,111,film_noir,8.2
White Heat,114,film_noir,8.2
Sweet Smell of Success,96,film_noir,8.1
The Third Man,104,film_noir,8.1
Touch of Evil,95,film_noir,8.0
The Killing,84,film_noir,8.0
The Night of the Hunter,92,film_noir,8.0
Strangers on a Train,101,film_noir,8.0
Out of the Past,97,film_noir,8.0
Laura,88,film_noir,8.0
The Maltese Falcon,100,film_noir,8.0
Notorious,102,film_noir,7.9
The Big Sleep,114,film_noir,7.9
The Lost Weekend,101,film_noir,7.9
To Have and Have Not,100,film_noir,7.9
Key Largo,100,film_noir,7.8
The Lady Vanishes,96,film_noir,7.8
Gilda,110,film_noir,7.7
The 39 Steps,86,film_noir,7.7
Spellbound,111,film_noir,7.6
Schindler's List,195,history,8.9
Seppuku,133,history,8.7
Ayla: The Daughter of War,125,history,8.5
Braveheart,178,history,8.3
Amadeus,160,history,8.3
Lawrence of Arabia,228,history,8.3
Der Untergang,156,history,8.2
The Message,177,history,8.2
Andrei Rublev,205,history,8.2
The Great Escape,172,history,8.2
La passion de Jeanne d'Arc,110,history,8.2
Hacksaw Ridge,139,history,8.1
12 Years a Slave,134,history,8.1
Hotel Rwanda,121,history,8.1
Da hong deng long gao gao gua,125,history,8.1
Barry Lyndon,185,history,8.1
Inherit the Wind,128,history,8.1
Ben-Hur,212,history,8.1
Kumonosu-jô,110,history,8.1
Gone with the Wind,238,history,8.1
Airlift,130,history,8.0
The Revenant,156,history,8.0
